Index,Likes,Comment
1055,0,"India is going to burn in this religious war. Why don’t you talk about the weaponization of women sexual assault against communities? Infrastructure, roads, railways, highways, blah blah blah but current government is oblivious against women and their rights. Please do not be a part of this propaganda. @Sham - you have a moral responsibility towards your audience."
1056,0,you said exactly correct
1057,0,"😂😂😂😂Usually india majority hindu and main part is to spread lies all over country to opress being christian in northern eastern . You people come  blame every things to british for bringing christ here but actually the facts is that  being christian for us is more happy than worship idol gods ,and for  make northeast not developed and till just because of religions.
 For we actually must separate like pakistan once upon a time for sure."
1058,0,An the youtuber must know meitei are hindu so protection is needed but soon the west will to come to india in case christian are being oppess by hindu gov.t
1059,0,😂😂
1060,0,Very well explained the people there have to find a way out else all will suffer.
1061,1,This matter has also been turned into a religious divide
1062,0,nehru elvin states hindu sadhu shud not entry in nE india
1063,1,Please help meeteis from illegal immigrants from Myanmar.
1064,1,first of all they are not tribals they are european puppet:christians
1065,1,"BJP it cell nice work 
Shame of you"
1066,0,"Brother Sham, I want the entire video on Mewat."
1067,1,Just religion in everything. Just religion is not the reason for the fight.
1068,0,"Look at the human body the  world and the universe and see how wonderful and Complex how chaotic and how in sync and perfect it is. 

Now ask your self just by fulfilling 10000 yrs karma 10000 yrs meditation and 10000 yrs gyan do you deserve to Be One with the Creator consciousness.
If such is the thinking of Man then this is Ahunkara (arrogance and pride - a mortal sin ) 

This is wht the Serpent (Kundalini) said to Eve (womankind) and  Adam (mankind) You can be God.........
YOU CAN'T 
If divinity can be acquired by the 3 yogic paths then such divinity is pathetic.
A man can become god then god is pathetic. 

Creator of all Creation Our Father ( 'I am that I am) is HOLY and beyond perception of Man. 
Humankind had Holy(sinless) bodies and soul before the fall from Eden.
To Gain something you have to sacrifice something of equal value. 

To regain Holiness you have to sacrifice Holiness. And only YHWH is Holy so YHWH became flesh and blood (Son of Man) He served the least and vulnerable of people and was sacrificed on the CROSS.
Through that sacrifice of Body and Blood  mankind can gain Holiness and be Unity with their Creator forever. 

Such is the Unconditional Love of Our Father Creator.
Salvation is not attained by deeds by The  GRACE OF THE GOD OF ALL CREATION."
1069,1,"*THIS IS A MESSAGE TO ALL HINDU RADICALS SAYING THIS IS NOT A RELIGIOUS ISSUE* 

The meitie Christians were also raped and killed. This is a hindu vs Christian issue. To all world reading this, the Hindu Facist will say this is not a Christian vs Hindu issue but an ethnic conflict between Kukis-Zo (predominantly Christian) and meitie 
(predominantly Hindu). If this was the case, why did hindu meitie burn down churches of meitie Christians. The women 
paraded naked and raped were Christians.
This is anti-Christian genocide. 

We the Christians of Bharat (India) own WE WILL NEVER FORGIVE WE WILL NEVER FORGET."
1070,0,"Sir problem is meiteis are very mean, self centred, stratified"
1071,0,Hindu nationalist clown 🤡🤡🤡
1072,1,Hindu nationalist clown 🤡😂😂
1073,2,"THIS CLOWN IS BASICALLY LIKE : ISLAM , CHRISTIAN BAD. HINDUISM GOOD😂😂😂😂😂😂😂"
1074,0,Sham bro thank for this valuable video… well explain!!!
1075,0,Make laws like Japan and China then see...
1076,0,"Meiteis like a Indians have freedom of religion. I have a Meitei friend who is a christian and a Kuki friend who has a village near his home which has Jew Kukis don't make this a religion thing. It's a sectarian hate and xenophobia thing. Also you would have to be stupid to not know that the BJP government is the one that is responsible for the reduction of coexistence that is suddenly flaring up in Manipur. It is due to the BJP arming genocidal militia in Manipur which are usually hindus who happen to be Meiteis due to statistical causes. You sham are a hateful person , I hope Youtube takes down this channel. It spreads hate and misinformation."
1077,0,Keep it up bhai❤🎉
1078,1,"Didn't spoke about bjp, center has bjp state govt. is bjp, still galti dusro ka hai. Hippocrates"
1079,1,Always just note where ever muslims and Christian live they start😮 their dirty work of conversion which is baseless. Hindu have to inite and stop tjis illegla and henious crime.
1080,0,"The difference between Muslim extremists and Hindu extremists is that Hindu extremists decapitate and rape women of other religions. And the Muslim Taliban fight the superpowers like heroes, running the country according to the sacred rules of the religion. The reason for this is religious education."
1081,3,"Totally biased video
As expected from sharmaji
Saying that BJP has developed Manipur😂😂
Bro, come to the ground and see the reality.....
Then you will understand how BJP has set the fire....."
1082,1,"Little knowledge is dangerous..   Why give this  community riots a face of religious riots..  People like u r reason why there is so manny riots on basis on religion. 
I have been following u since a year because I like u secular ideas but now it's clear that u r not. 
 It may have no impact on u but u r now loss a subscriber."
1083,1,How much fund your getting from bjp I really want to know 😅. How beautiful you are Exaggerating lies. Of course you're very skilled.
1084,0,There is no peace because people like you just claim that kuki's started the riot without knowing the fact..
1085,0,"Kukis dont hold the majority land. This is a wrong information. 
Probably the youtuber has got the Information from some whatsapp group. 
Please do your research properly before making the video. 
If you think what I said was wrong please provide concrete data ( not from whatsapp)."
1086,0,"??? Hahahaha‼️What do you think, Sham Sir Ji, even if Hindu-Muslims talked peacefully under the administration of the government, Article 370 was never implemented!? Think for yourself, after being brainwashed for 70 years, no one can tell Bucky how to recognize his friend. These people are brainwashed Sir Ji, there is no peace, FORCE is needed for them, like in the case of Kashmir article 370 removal🙏"
1087,1,Fake Information 🤣🤣🤣
